,Season,Date,Time,Home,Away,Home_goals,Away_goals,Result,AvgCH,AvgCD,AvgCA
1843,2021/2022,2022-05-07,16:00:00,Admira,Tirol,1,1,D,2.44,3.33,2.84
1844,2021/2022,2022-05-07,16:00:00,Altach,Ried,1,1,D,3.01,3.39,2.29
1845,2021/2022,2022-05-07,16:00:00,LASK,Hartberg,3,3,D,1.47,4.45,6.33
1846,2021/2022,2022-05-08,13:30:00,A. Klagenfurt,Sturm Graz,1,2,A,4.11,3.79,1.8
1847,2021/2022,2022-05-08,13:30:00,Salzburg,Wolfsberger AC,4,0,H,1.3,5.7,8.53
1848,2021/2022,2022-05-08,16:00:00,Austria Vienna,SK Rapid,1,1,D,2.43,3.29,2.87
1849,2021/2022,2022-05-14,16:00:00,Admira,Altach,0,3,A,2.12,3.27,3.51
1850,2021/2022,2022-05-14,16:00:00,Ried,LASK,1,1,D,3.9,3.63,1.88
1851,2021/2022,2022-05-14,16:00:00,Tirol,Hartberg,4,2,H,2.14,3.68,3.09
1852,2021/2022,2022-05-15,16:00:00,A. Klagenfurt,Austria Vienna,1,2,A,3.77,3.71,1.89
1853,2021/2022,2022-05-15,16:00:00,SK Rapid,Salzburg,0,1,A,5.76,4.6,1.49
1854,2021/2022,2022-05-15,16:00:00,Sturm Graz,Wolfsberger AC,1,4,A,2.02,3.64,3.41
1855,2021/2022,2022-05-20,18:00:00,Altach,Tirol,2,1,H,1.66,4.23,4.47
1856,2021/2022,2022-05-20,18:00:00,Hartberg,Ried,1,1,D,2.75,2.37,3.47
1857,2021/2022,2022-05-20,18:00:00,LASK,Admira,3,1,H,1.56,4.24,5.35
1858,2021/2022,2022-05-21,16:00:00,Austria Vienna,Sturm Graz,4,2,H,1.93,3.72,3.61
1859,2021/2022,2022-05-21,16:00:00,Salzburg,A. Klagenfurt,1,1,D,1.09,10.61,21.34
1860,2021/2022,2022-05-21,16:00:00,Wolfsberger AC,SK Rapid,2,1,H,2.22,3.75,2.89
1861,2021/2022,2022-05-23,18:00:00,Tirol,LASK,2,1,H,3.28,3.62,2.07
1862,2021/2022,2022-05-26,16:00:00,Tirol,SK Rapid,1,2,A,2.78,3.52,2.39
1863,2021/2022,2022-05-29,16:00:00,SK Rapid,Tirol,2,0,H,1.74,4.04,4.14
1864,2022/2023,2022-07-22,19:30:00,Salzburg,Austria Vienna,3,0,H,1.31,5.47,8.58
1865,2022/2023,2022-07-23,16:00:00,LASK,A. Klagenfurt,3,1,H,1.43,4.7,6.53
1866,2022/2023,2022-07-23,18:30:00,Wolfsberger AC,Sturm Graz,1,1,D,2.92,3.5,2.29
1867,2022/2023,2022-07-24,16:00:00,A. Lustenau,Tirol,2,1,H,2.33,3.64,2.75
1868,2022/2023,2022-07-24,16:00:00,Hartberg,Altach,2,1,H,2.13,3.43,3.27
1869,2022/2023,2022-07-24,16:00:00,SK Rapid,Ried,1,0,H,1.79,3.59,4.39
1870,2022/2023,2022-07-30,16:00:00,Altach,Wolfsberger AC,2,2,D,2.93,3.5,2.28
1871,2022/2023,2022-07-30,16:00:00,Ried,A. Lustenau,1,0,H,1.98,3.6,3.54
1872,2022/2023,2022-07-30,18:30:00,Sturm Graz,Salzburg,2,1,H,5.41,4.4,1.53
1873,2022/2023,2022-07-31,16:00:00,A. Klagenfurt,SK Rapid,0,1,A,2.77,3.6,2.35
1874,2022/2023,2022-07-31,16:00:00,Austria Vienna,LASK,1,1,D,2.6,3.49,2.53
1875,2022/2023,2022-07-31,16:00:00,Tirol,Hartberg,2,1,H,2.22,3.7,2.91
1876,2022/2023,2022-08-06,16:00:00,Ried,Sturm Graz,1,1,D,3.43,3.46,2.07
1877,2022/2023,2022-08-06,16:00:00,Wolfsberger AC,LASK,1,5,A,2.61,3.54,2.51
1878,2022/2023,2022-08-06,18:30:00,Hartberg,Salzburg,0,2,A,10.32,6.29,1.24
1879,2022/2023,2022-08-07,16:00:00,Altach,Austria Vienna,3,2,H,4.36,3.75,1.76
1880,2022/2023,2022-08-07,16:00:00,SK Rapid,A. Lustenau,1,1,D,1.41,4.98,6.4
1881,2022/2023,2022-08-07,16:00:00,Tirol,A. Klagenfurt,2,2,D,1.9,3.91,3.54
1882,2022/2023,2022-08-13,16:00:00,A. Klagenfurt,Ried,1,0,H,2.05,3.49,3.48
1883,2022/2023,2022-08-13,16:00:00,Austria Vienna,Tirol,2,1,H,1.74,4.02,4.19
1884,2022/2023,2022-08-13,18:30:00,Sturm Graz,Altach,4,0,H,1.48,4.43,6.21
1885,2022/2023,2022-08-14,16:00:00,A. Lustenau,Hartberg,4,1,H,2.34,3.51,2.84
1886,2022/2023,2022-08-14,16:00:00,LASK,SK Rapid,2,1,H,1.64,4.17,4.72
1887,2022/2023,2022-08-14,16:00:00,Salzburg,Wolfsberger AC,2,1,H,1.22,6.64,10.84
1888,2022/2023,2022-08-20,16:00:00,Altach,A. Lustenau,1,2,A,2.23,3.49,3.05
1889,2022/2023,2022-08-20,16:00:00,Salzburg,A. Klagenfurt,2,0,H,1.21,6.82,11.28
1890,2022/2023,2022-08-20,18:30:00,Sturm Graz,LASK,0,1,A,2.38,3.51,2.8
1891,2022/2023,2022-08-21,16:00:00,Ried,Tirol,1,2,A,2.67,3.51,2.47
1892,2022/2023,2022-08-21,16:00:00,Wolfsberger AC,Austria Vienna,1,2,A,2.36,3.39,2.92
1893,2022/2023,2022-08-27,16:00:00,A. Lustenau,Salzburg,0,6,A,11.6,7.07,1.2
1894,2022/2023,2022-08-27,16:00:00,Hartberg,Ried,2,0,H,2.27,3.4,3.04
1895,2022/2023,2022-08-27,18:30:00,LASK,Altach,4,1,H,1.24,6.17,10.98
1896,2022/2023,2022-08-28,16:00:00,A. Klagenfurt,Austria Vienna,3,3,D,2.73,3.41,2.47
1897,2022/2023,2022-08-28,16:00:00,SK Rapid,Sturm Graz,1,2,A,2.81,3.42,2.4
1898,2022/2023,2022-08-28,16:00:00,Tirol,Wolfsberger AC,1,3,A,2.34,3.59,2.8
1899,2022/2023,2022-09-03,16:00:00,Austria Vienna,A. Lustenau,2,2,D,1.46,4.67,5.99
1900,2022/2023,2022-09-03,16:00:00,Salzburg,Tirol,2,0,H,1.14,8.25,15.2
1901,2022/2023,2022-09-03,16:00:00,Sturm Graz,Hartberg,0,0,D,1.39,4.99,7.07
1902,2022/2023,2022-09-04,13:30:00,Altach,SK Rapid,0,1,A,3.79,3.65,1.9
1903,2022/2023,2022-09-04,13:30:00,Wolfsberger AC,A. Klagenfurt,3,4,A,2.37,3.48,2.82
1904,2022/2023,2022-09-04,16:00:00,LASK,Ried,1,1,D,1.35,5.12,7.85
1905,2022/2023,2022-09-10,16:00:00,SK Rapid,Wolfsberger AC,1,3,A,1.97,3.58,3.59
1906,2022/2023,2022-09-10,16:00:00,Ried,Salzburg,0,3,A,7.16,4.78,1.4
1907,2022/2023,2022-09-10,16:00:00,Tirol,Altach,0,0,D,1.86,3.77,3.82
1908,2022/2023,2022-09-11,13:30:00,A. Lustenau,LASK,1,1,D,6.36,4.74,1.44
1909,2022/2023,2022-09-11,13:30:00,Hartberg,Austria Vienna,0,3,A,3.47,3.63,1.99
1910,2022/2023,2022-09-11,16:00:00,A. Klagenfurt,Sturm Graz,0,2,A,3.38,3.58,2.05
1911,2022/2023,2022-09-17,16:00:00,Altach,A. Klagenfurt,1,4,A,2.82,3.52,2.36
1912,2022/2023,2022-09-17,16:00:00,LASK,Tirol,1,4,A,1.5,4.57,5.62
1913,2022/2023,2022-09-17,16:00:00,Wolfsberger AC,Hartberg,3,1,H,1.76,3.97,4.12
1914,2022/2023,2022-09-18,13:30:00,Austria Vienna,Ried,3,0,H,1.63,4.05,4.96
1915,2022/2023,2022-09-18,13:30:00,Sturm Graz,A. Lustenau,2,0,H,1.37,5.03,7.62
1916,2022/2023,2022-09-18,16:00:00,Salzburg,SK Rapid,1,1,D,1.46,4.62,6.27
1917,2022/2023,2022-10-01,16:00:00,A. Lustenau,Wolfsberger AC,1,3,A,3.51,3.79,1.94
1918,2022/2023,2022-10-01,16:00:00,Salzburg,LASK,1,1,D,1.48,4.64,5.77
1919,2022/2023,2022-10-01,16:00:00,Tirol,SK Rapid,0,5,A,3.79,3.77,1.86
1920,2022/2023,2022-10-02,13:30:00,Hartberg,A. Klagenfurt,2,3,A,3.46,3.73,1.98
1921,2022/2023,2022-10-02,13:30:00,Ried,Altach,2,3,A,2.19,3.36,3.23
1922,2022/2023,2022-10-02,16:00:00,Austria Vienna,Sturm Graz,0,3,A,2.94,3.47,2.3
1923,2022/2023,2022-10-08,16:00:00,A. Klagenfurt,A. Lustenau,2,1,H,1.7,4.07,4.39
1924,2022/2023,2022-10-08,16:00:00,Altach,Salzburg,2,3,A,7.08,5.0,1.39
1925,2022/2023,2022-10-08,16:00:00,LASK,Hartberg,0,3,A,1.32,5.46,8.26
1926,2022/2023,2022-10-09,13:30:00,Sturm Graz,Tirol,2,1,H,1.4,4.95,6.91
1927,2022/2023,2022-10-09,13:30:00,Wolfsberger AC,Ried,1,2,A,1.69,4.04,4.44
1928,2022/2023,2022-10-09,16:00:00,SK Rapid,Austria Vienna,1,2,A,2.29,3.51,2.92
1929,2022/2023,2022-10-15,16:00:00,Tirol,A. Lustenau,3,2,H,2.19,3.63,3.04
1930,2022/2023,2022-10-15,16:00:00,A. Klagenfurt,LASK,1,3,A,3.03,3.58,2.2
1931,2022/2023,2022-10-15,16:00:00,Ried,SK Rapid,1,0,H,3.19,3.44,2.18
1932,2022/2023,2022-10-16,13:30:00,Altach,Hartberg,1,0,H,2.23,3.48,3.06
1933,2022/2023,2022-10-16,13:30:00,Sturm Graz,Wolfsberger AC,3,2,H,1.61,4.13,5.04
1934,2022/2023,2022-10-16,16:00:00,Austria Vienna,Salzburg,1,3,A,5.2,4.23,1.58
1935,2022/2023,2022-10-22,16:00:00,Hartberg,Tirol,1,5,A,2.38,3.58,2.76
1936,2022/2023,2022-10-22,16:00:00,SK Rapid,A. Klagenfurt,0,1,A,1.77,4.0,4.06
1937,2022/2023,2022-10-22,16:00:00,Salzburg,Sturm Graz,0,0,D,1.71,3.72,4.82
1938,2022/2023,2022-10-23,13:30:00,A. Lustenau,Ried,0,0,D,2.45,3.49,2.73
1939,2022/2023,2022-10-23,13:30:00,Wolfsberger AC,Altach,2,3,A,1.68,4.0,4.63
1940,2022/2023,2022-10-23,16:00:00,LASK,Austria Vienna,2,2,D,1.96,3.76,3.51
1941,2022/2023,2022-10-26,15:00:00,SK Rapid,Hartberg,5,1,H,1.43,4.74,6.61
1942,2022/2023,2022-10-29,16:00:00,A. Klagenfurt,Tirol,2,3,A,2.03,3.73,3.31
1943,2022/2023,2022-10-29,16:00:00,A. Lustenau,SK Rapid,3,3,D,4.5,4.06,1.69
1944,2022/2023,2022-10-29,16:00:00,Salzburg,Hartberg,1,0,H,1.2,6.97,11.81
1945,2022/2023,2022-10-30,13:30:00,Austria Vienna,Altach,2,1,H,1.65,4.11,4.68
1946,2022/2023,2022-10-30,13:30:00,LASK,Wolfsberger AC,4,1,H,1.64,4.28,4.55
1947,2022/2023,2022-10-30,16:00:00,Sturm Graz,Ried,2,1,H,1.32,5.28,9.08
1948,2022/2023,2022-11-05,16:00:00,Hartberg,A. Lustenau,1,1,D,2.26,3.51,2.99
1949,2022/2023,2022-11-05,16:00:00,Ried,A. Klagenfurt,2,2,D,2.86,3.45,2.37
1950,2022/2023,2022-11-05,16:00:00,Wolfsberger AC,Salzburg,1,2,A,7.78,5.19,1.35
1951,2022/2023,2022-11-06,13:30:00,Altach,Sturm Graz,1,1,D,6.28,4.32,1.49
1952,2022/2023,2022-11-06,13:30:00,Tirol,Austria Vienna,0,0,D,2.78,3.69,2.31
1953,2022/2023,2022-11-06,16:00:00,SK Rapid,LASK,1,0,H,2.44,3.56,2.69
1954,2022/2023,2022-11-12,16:00:00,A. Lustenau,Altach,3,0,H,2.5,3.53,2.62
1955,2022/2023,2022-11-12,16:00:00,Hartberg,SK Rapid,1,2,A,4.93,4.16,1.61
1956,2022/2023,2022-11-12,16:00:00,Tirol,Ried,2,0,H,1.87,3.77,3.75
1957,2022/2023,2022-11-13,13:30:00,A. Klagenfurt,Salzburg,0,1,A,7.2,5.24,1.36
1958,2022/2023,2022-11-13,13:30:00,Austria Vienna,Wolfsberger AC,0,1,A,1.88,3.95,3.58
1959,2022/2023,2022-11-13,16:00:00,LASK,Sturm Graz,1,1,D,3.14,3.45,2.2
1960,2022/2023,2023-02-10,19:30:00,Sturm Graz,SK Rapid,1,0,H,1.97,3.46,3.77
1961,2022/2023,2023-02-11,16:00:00,Salzburg,A. Lustenau,4,0,H,1.19,7.28,12.58
1962,2022/2023,2023-02-11,16:00:00,Wolfsberger AC,Tirol,1,2,A,2.11,3.56,3.25
1963,2022/2023,2023-02-12,13:30:00,Altach,LASK,0,1,A,5.57,4.24,1.55
1964,2022/2023,2023-02-12,13:30:00,Ried,Hartberg,0,1,A,2.32,3.45,2.94
1965,2022/2023,2023-02-12,16:00:00,Austria Vienna,A. Klagenfurt,3,1,H,2.01,3.67,3.43
1966,2022/2023,2023-02-18,16:00:00,A. Klagenfurt,Wolfsberger AC,0,3,A,2.52,3.37,2.72
1967,2022/2023,2023-02-18,16:00:00,Hartberg,Sturm Graz,1,2,A,5.2,4.15,1.59
1968,2022/2023,2023-02-18,16:00:00,Ried,LASK,1,1,D,5.26,4.07,1.6
1969,2022/2023,2023-02-19,13:30:00,A. Lustenau,Austria Vienna,1,0,H,3.89,3.64,1.89
1970,2022/2023,2023-02-19,13:30:00,Tirol,Salzburg,1,3,A,6.01,4.48,1.49
1971,2022/2023,2023-02-19,16:00:00,SK Rapid,Altach,3,0,H,1.42,4.68,6.99
1972,2022/2023,2023-02-24,19:30:00,LASK,A. Lustenau,1,0,H,1.4,4.96,7.0
1973,2022/2023,2023-02-25,16:00:00,Austria Vienna,Hartberg,3,0,H,1.58,3.99,5.57
1974,2022/2023,2023-02-25,16:00:00,Sturm Graz,A. Klagenfurt,1,2,A,1.48,4.51,6.16
1975,2022/2023,2023-02-26,13:30:00,Altach,Tirol,0,0,D,3.11,3.63,2.16
1976,2022/2023,2023-02-26,13:30:00,Wolfsberger AC,SK Rapid,1,2,A,3.19,3.51,2.17
1977,2022/2023,2023-02-26,16:00:00,Salzburg,Ried,2,0,H,1.19,6.64,13.71
1978,2022/2023,2023-03-04,16:00:00,A. Lustenau,Sturm Graz,0,2,A,6.3,4.17,1.5
1979,2022/2023,2023-03-04,16:00:00,Hartberg,Wolfsberger AC,2,1,H,2.93,3.48,2.3
1980,2022/2023,2023-03-04,16:00:00,Ried,Austria Vienna,1,3,A,3.58,3.49,2.01
1981,2022/2023,2023-03-05,13:30:00,A. Klagenfurt,Altach,3,0,H,1.91,3.64,3.78
1982,2022/2023,2023-03-05,13:30:00,Tirol,LASK,2,3,A,3.62,3.66,1.94
1983,2022/2023,2023-03-05,16:00:00,SK Rapid,Salzburg,2,4,A,3.82,3.53,1.93
1984,2022/2023,2023-03-12,16:00:00,A. Klagenfurt,Hartberg,1,0,H,2.12,3.49,3.27
1985,2022/2023,2023-03-12,16:00:00,Altach,Ried,1,2,A,2.35,3.31,2.96
1986,2022/2023,2023-03-12,16:00:00,LASK,Salzburg,0,2,A,3.93,3.63,1.87
1987,2022/2023,2023-03-12,16:00:00,SK Rapid,Tirol,2,0,H,1.58,4.15,5.24
1988,2022/2023,2023-03-12,16:00:00,Sturm Graz,Austria Vienna,3,1,H,1.75,3.65,4.53
1989,2022/2023,2023-03-12,16:00:00,Wolfsberger AC,A. Lustenau,0,1,A,1.69,3.88,4.71
1990,2022/2023,2023-03-19,16:00:00,A. Lustenau,A. Klagenfurt,4,2,H,3.13,3.49,2.18
1991,2022/2023,2023-03-19,16:00:00,Austria Vienna,SK Rapid,2,0,H,3.11,3.3,2.27
1992,2022/2023,2023-03-19,16:00:00,Hartberg,LASK,2,2,D,3.93,3.56,1.89
1993,2022/2023,2023-03-19,16:00:00,Ried,Wolfsberger AC,0,0,D,2.66,3.42,2.52
1994,2022/2023,2023-03-19,16:00:00,Salzburg,Altach,1,1,D,1.16,7.46,15.79
1995,2022/2023,2023-03-19,16:00:00,Tirol,Sturm Graz,0,2,A,6.34,4.45,1.47
1996,2022/2023,2023-03-31,18:30:00,Hartberg,A. Lustenau,0,1,A,2.08,3.43,3.4
1997,2022/2023,2023-04-01,16:00:00,Altach,Tirol,1,0,H,2.84,3.34,2.4
1998,2022/2023,2023-04-01,16:00:00,Wolfsberger AC,Ried,1,0,H,1.85,3.63,4.0
1999,2022/2023,2023-04-02,13:30:00,A. Klagenfurt,Salzburg,0,3,A,12.13,6.22,1.22
2000,2022/2023,2023-04-02,13:30:00,Austria Vienna,LASK,2,2,D,2.56,3.38,2.64
2001,2022/2023,2023-04-02,16:00:00,Sturm Graz,SK Rapid,3,1,H,1.78,3.65,4.34
2002,2022/2023,2023-04-07,18:30:00,Tirol,Wolfsberger AC,4,0,H,2.69,3.53,2.43
2003,2022/2023,2023-04-08,16:00:00,A. Lustenau,Altach,1,0,H,2.44,3.33,2.79
2004,2022/2023,2023-04-08,16:00:00,Ried,Hartberg,1,3,A,2.37,3.2,3.03
2005,2022/2023,2023-04-09,13:30:00,SK Rapid,A. Klagenfurt,3,1,H,1.45,4.5,6.59
2006,2022/2023,2023-04-09,13:30:00,Salzburg,Austria Vienna,3,3,D,1.34,5.12,8.34
2007,2022/2023,2023-04-09,16:00:00,LASK,Sturm Graz,2,1,H,2.88,3.45,2.34
2008,2022/2023,2023-04-14,18:30:00,Ried,Tirol,1,1,D,2.64,3.42,2.54
2009,2022/2023,2023-04-15,16:00:00,A. Lustenau,Wolfsberger AC,1,3,A,2.71,3.4,2.49
2010,2022/2023,2023-04-15,16:00:00,Hartberg,Altach,2,2,D,2.04,3.38,3.61
2011,2022/2023,2023-04-16,13:30:00,A. Klagenfurt,Sturm Graz,0,2,A,7.02,4.6,1.42
2012,2022/2023,2023-04-16,13:30:00,Salzburg,LASK,0,0,D,1.47,4.55,6.15
2013,2022/2023,2023-04-16,16:00:00,SK Rapid,Austria Vienna,3,3,D,2.08,3.58,3.31
2014,2022/2023,2023-04-21,18:30:00,Wolfsberger AC,Hartberg,2,2,D,2.32,3.42,2.94
2015,2022/2023,2023-04-22,16:00:00,Altach,Ried,1,1,D,2.52,3.27,2.77
2016,2022/2023,2023-04-22,16:00:00,Tirol,A. Lustenau,0,2,A,1.82,3.78,3.96
2017,2022/2023,2023-04-23,13:30:00,Austria Vienna,A. Klagenfurt,1,2,A,1.55,4.25,5.51
2018,2022/2023,2023-04-23,13:30:00,LASK,SK Rapid,3,1,H,2.1,3.51,3.3
2019,2022/2023,2023-04-23,16:00:00,Sturm Graz,Salzburg,0,2,A,2.57,3.35,2.65
2020,2022/2023,2023-04-26,17:30:00,Sturm Graz,Austria Vienna,3,2,H,1.59,4.15,5.17
2021,2022/2023,2023-04-26,19:30:00,SK Rapid,Salzburg,1,1,D,4.15,3.86,1.77
2022,2022/2023,2023-04-28,18:30:00,Altach,Wolfsberger AC,0,2,A,2.95,3.3,2.37
2023,2022/2023,2023-04-29,16:00:00,Ried,A. Lustenau,4,4,D,2.18,3.37,3.22
2024,2022/2023,2023-04-29,16:00:00,Tirol,Hartberg,1,1,D,2.28,3.55,2.88
2025,2022/2023,2023-04-30,16:00:00,LASK,A. Klagenfurt,4,0,H,1.44,4.65,6.47
2026,2022/2023,2023-05-05,18:30:00,Wolfsberger AC,Altach,0,0,D,2.0,3.47,3.62
2027,2022/2023,2023-05-06,16:00:00,A. Lustenau,Ried,2,2,D,2.33,3.38,2.94
2028,2022/2023,2023-05-06,16:00:00,Hartberg,Tirol,5,0,H,2.05,3.69,3.27
2029,2022/2023,2023-05-07,13:30:00,A. Klagenfurt,LASK,1,1,D,5.63,4.37,1.53
2030,2022/2023,2023-05-07,13:30:00,Austria Vienna,Sturm Graz,1,2,A,3.9,3.83,1.83
2031,2022/2023,2023-05-07,16:00:00,Salzburg,SK Rapid,2,1,H,1.46,4.54,6.27
2032,2022/2023,2023-05-12,18:30:00,Tirol,Ried,1,1,D,2.25,3.53,2.97
2033,2022/2023,2023-05-13,16:00:00,Altach,Hartberg,0,1,A,3.64,3.51,1.98
2034,2022/2023,2023-05-13,16:00:00,Wolfsberger AC,A. Lustenau,2,2,D,1.93,3.63,3.71
2035,2022/2023,2023-05-14,13:30:00,LASK,Salzburg,0,1,A,3.56,3.68,1.95
2036,2022/2023,2023-05-14,13:30:00,Sturm Graz,A. Klagenfurt,4,1,H,1.22,6.32,11.66
2037,2022/2023,2023-05-14,16:00:00,Austria Vienna,SK Rapid,3,1,H,2.5,3.52,2.65
2038,2022/2023,2023-05-19,18:30:00,Ried,Altach,0,1,A,1.9,3.59,3.9
2039,2022/2023,2023-05-20,16:00:00,A. Lustenau,Tirol,2,4,A,2.75,3.53,2.41
2040,2022/2023,2023-05-20,16:00:00,Hartberg,Wolfsberger AC,0,2,A,1.91,3.7,3.73
2041,2022/2023,2023-05-21,13:30:00,A. Klagenfurt,Austria Vienna,1,1,D,4.94,4.37,1.58
2042,2022/2023,2023-05-21,13:30:00,SK Rapid,LASK,1,1,D,2.57,3.57,2.54
2043,2022/2023,2023-05-21,16:00:00,Salzburg,Sturm Graz,2,1,H,2.04,3.42,3.57
2044,2022/2023,2023-05-27,16:00:00,Altach,A. Lustenau,1,1,D,2.55,3.31,2.7
2045,2022/2023,2023-05-27,16:00:00,Hartberg,Ried,2,0,H,1.82,3.94,3.84
2046,2022/2023,2023-05-27,16:00:00,Wolfsberger AC,Tirol,2,0,H,2.11,3.62,3.15
2047,2022/2023,2023-05-28,16:00:00,LASK,Austria Vienna,3,1,H,2.15,3.77,3.01
2048,2022/2023,2023-05-28,16:00:00,SK Rapid,Sturm Graz,3,2,H,3.37,3.67,2.02
2049,2022/2023,2023-05-28,16:00:00,Salzburg,A. Klagenfurt,3,2,H,1.17,7.71,13.09
2050,2022/2023,2023-06-02,18:30:00,A. Lustenau,Hartberg,5,1,H,3.55,3.71,1.95
2051,2022/2023,2023-06-02,18:30:00,Ried,Wolfsberger AC,1,2,A,2.88,3.59,2.28
2052,2022/2023,2023-06-02,18:30:00,Tirol,Altach,1,1,D,1.93,3.87,3.48
2053,2022/2023,2023-06-03,16:00:00,A. Klagenfurt,SK Rapid,2,1,H,4.12,3.97,1.76
2054,2022/2023,2023-06-03,16:00:00,Austria Vienna,Salzburg,1,1,D,3.48,3.87,1.93
2055,2022/2023,2023-06-03,16:00:00,Sturm Graz,LASK,2,0,H,1.7,4.24,4.15
2056,2022/2023,2023-06-05,18:00:00,Wolfsberger AC,A. Lustenau,1,2,A,2.0,3.56,3.52
2057,2022/2023,2023-06-08,16:00:00,A. Lustenau,Austria Vienna,1,1,D,4.12,4.0,1.75
2058,2022/2023,2023-06-11,16:00:00,Austria Vienna,A. Lustenau,5,0,H,1.49,4.45,5.83
2059,2023/2024,2023-07-28,19:30:00,LASK,SK Rapid,1,1,D,1.88,3.8,3.75
2060,2023/2024,2023-07-29,16:00:00,Hartberg,A. Lustenau,2,2,D,1.87,3.7,3.87
2061,2023/2024,2023-07-29,16:00:00,Tirol,A. Klagenfurt,1,3,A,2.33,3.6,2.79
2062,2023/2024,2023-07-29,16:00:00,Wolfsberger AC,BW Linz,2,1,H,2.23,3.4,3.1
2063,2023/2024,2023-07-29,18:30:00,Altach,Salzburg,0,2,A,6.68,4.59,1.43
2064,2023/2024,2023-07-30,16:00:00,Austria Vienna,Sturm Graz,0,3,A,3.08,3.59,2.18
2065,2023/2024,2023-08-05,16:00:00,SK Rapid,Altach,4,0,H,1.5,4.41,5.87
2066,2023/2024,2023-08-05,18:30:00,Sturm Graz,LASK,2,0,H,1.93,3.68,3.64
2067,2023/2024,2023-08-06,16:00:00,A. Lustenau,Austria Vienna,0,2,A,3.68,3.76,1.89
2068,2023/2024,2023-08-06,16:00:00,BW Linz,Hartberg,3,3,D,2.23,3.52,3.0
2069,2023/2024,2023-08-06,16:00:00,Salzburg,Tirol,3,0,H,1.16,8.11,13.81
2070,2023/2024,2023-08-09,19:30:00,A. Klagenfurt,Wolfsberger AC,2,2,D,2.51,3.44,2.66
2071,2023/2024,2023-08-12,16:00:00,Sturm Graz,A. Klagenfurt,0,0,D,1.38,5.03,7.15
2072,2023/2024,2023-08-12,16:00:00,Wolfsberger AC,A. Lustenau,1,1,D,1.76,3.91,4.14
2073,2023/2024,2023-08-12,18:30:00,LASK,BW Linz,2,0,H,1.55,4.32,5.27
2074,2023/2024,2023-08-13,16:00:00,Altach,Tirol,1,0,H,2.39,3.46,2.79
2075,2023/2024,2023-08-13,16:00:00,SK Rapid,Hartberg,0,1,A,1.87,3.75,3.77
2076,2023/2024,2023-08-13,16:00:00,Salzburg,Austria Vienna,2,0,H,1.51,4.5,5.47
2077,2023/2024,2023-08-19,16:00:00,A. Lustenau,Sturm Graz,0,1,A,7.5,4.95,1.37
2078,2023/2024,2023-08-19,16:00:00,Tirol,LASK,1,1,D,5.71,4.56,1.49
2079,2023/2024,2023-08-19,18:30:00,A. Klagenfurt,Altach,1,1,D,1.99,3.44,3.67
2080,2023/2024,2023-08-20,16:00:00,Austria Vienna,Wolfsberger AC,0,0,D,2.0,3.63,3.45
2081,2023/2024,2023-08-20,16:00:00,BW Linz,SK Rapid,0,5,A,3.53,3.72,1.95
2082,2023/2024,2023-08-20,16:00:00,Hartberg,Salzburg,1,5,A,5.14,4.37,1.56
2083,2023/2024,2023-08-26,16:00:00,Sturm Graz,BW Linz,4,1,H,1.3,5.5,8.74
2084,2023/2024,2023-08-26,16:00:00,Wolfsberger AC,Salzburg,1,2,A,5.87,4.33,1.51
2085,2023/2024,2023-08-26,18:30:00,A. Lustenau,Altach,0,3,A,2.89,3.41,2.36
2086,2023/2024,2023-08-27,16:00:00,Hartberg,A. Klagenfurt,0,3,A,2.09,3.54,3.32
2087,2023/2024,2023-08-27,16:00:00,LASK,Austria Vienna,2,0,H,1.86,3.85,3.75
2088,2023/2024,2023-08-27,16:00:00,SK Rapid,Tirol,1,1,D,1.37,5.25,6.91
2089,2023/2024,2023-09-02,16:00:00,Tirol,BW Linz,2,4,A,2.66,3.58,2.45
2090,2023/2024,2023-09-02,16:00:00,Wolfsberger AC,Hartberg,0,3,A,2.34,3.36,2.95
2091,2023/2024,2023-09-02,18:30:00,Altach,Sturm Graz,1,2,A,5.47,4.12,1.57
2092,2023/2024,2023-09-03,16:00:00,Austria Vienna,A. Klagenfurt,2,2,D,1.83,3.84,3.86
2093,2023/2024,2023-09-03,16:00:00,LASK,A. Lustenau,2,0,H,1.31,5.46,8.34
2094,2023/2024,2023-09-03,16:00:00,Salzburg,SK Rapid,2,0,H,1.5,4.42,5.8
2095,2023/2024,2023-09-16,16:00:00,A. Klagenfurt,LASK,1,3,A,3.27,3.41,2.18
2096,2023/2024,2023-09-16,16:00:00,BW Linz,Altach,1,1,D,2.32,3.35,3.0
2097,2023/2024,2023-09-16,18:30:00,Sturm Graz,Salzburg,2,2,D,2.89,3.45,2.34
2098,2023/2024,2023-09-17,13:30:00,A. Lustenau,Tirol,2,3,A,2.47,3.52,2.66
2099,2023/2024,2023-09-17,13:30:00,Hartberg,Austria Vienna,2,1,H,2.79,3.63,2.33
2100,2023/2024,2023-09-17,16:00:00,SK Rapid,Wolfsberger AC,3,3,D,1.66,4.01,4.71
2101,2023/2024,2023-09-23,16:00:00,A. Klagenfurt,A. Lustenau,1,0,H,1.66,3.91,4.89
2102,2023/2024,2023-09-23,16:00:00,Salzburg,BW Linz,0,1,A,1.24,6.27,10.41
2103,2023/2024,2023-09-23,16:00:00,Tirol,Wolfsberger AC,2,3,A,3.09,3.59,2.17
